ESTC number,Library name,Lib VIAF id,shelfmark,copynote,prov info,prov info ID
S106283,The National Trust,144832259,PET,"Sig. B1 torn at foot, affecting text; missing text supplied in margin, in a 17C hand.","Gilt centrepiece on both covers: crescent moon, surrounded by garter motto with earl's coronet on top. Printed slip: Earl of Egremont, Petworth. Sprinkled calf, red sprinkled edges, double gilt fillet frame, gilt centrepieces (boxed).",
S106283,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Eliz 198,"Eliz 198: Bound in brown goatskin, gold tooling on cover and spine, gilt edges. Gift of Alexander S. Cochran, December 1911.",null,
S106283,Henry E. Huntington Library and Art Gallery,147236009,59780,Binding signed by F. Bedford.,bookplates of Frederick Locker and E.D. Church,
S106283,British Library,149072094,[Shelfmark not available],[CM],null,
S106283,Birmingham Central Libraries,149618033,S377.1634,"Repaired at borders throughout, not affecting text; MS. ink notes on three front and one back end-papers; 87388",null,
S106283,Harvard University Houghton Library,150194316,HEW 6.9.13,"Full green morocco gilt, edges gilt. ; Microfilm negative on file, no. 89-1359B.",null,
S106283,University of Texas,152698174,Pforz 899,null,null,
S106283,Cambridge University King's College,316394825,Keynes.C.08.76,,null,
S106283,Cambridge University Trinity College,119148995978659751937,Capell S.27[1],null,null,
S106283,Cambridge University Trinity College,119148995978659751937,Capell S.4[6],null,null,
S106283,Oxford University Worcester College Library,226146462546127771059,[Shelfmark not available],-N1 [CM],null,
S106283,Folger Shakespeare,427145424588186831488,STC 11075 Copy 7,cs1494. MS. marks: some underscoring. Slightly stained. Previously bound with shelfmark STC 1672 Copy 1 and 6 other items.,"Sotheby sale of property of Miss Vera Down, Lee, Kent, 12/7/25:638",
S106283,Folger Shakespeare,427145424588186831488,STC 11075 Copy 2,"cs47. Tan calf binding, gold-tooled and signed by W. Pratt. Slightly stained",null,
S106283,Folger Shakespeare,427145424588186831488,STC 11075 Copy 5,"cs84. Green goatskin binding, gold-tooled and lettered vertically in gilt on spine: 'Two Noble Kinsmen Shakspere &amp; Fletcher'. Stained; sig. F2 (with tear at fore-edge affecting side-note on recto) from another copy",null,
S106283,Folger Shakespeare,427145424588186831488,STC 11075 Copy 3,cs329. Stained.,"inscription on back fly-leaf: ""Kalbfleisch""",
S106283,Folger Shakespeare,427145424588186831488,STC 11075 Copy 1,"cs0900. Maroon goatskin binding, gold-tooled; spine lettered in gilt: 'Shakspeare Two Noble Kinsmen Lond. 1634'. MS. notes: bibliographical note on front fly-leaf attibuted to J. O. Halliwell-Phillipps.",inscription on back fly-leaf: 'C. and P. J. O. H. Entered on Book-Card.': J.O. Halliwell-Phillipps copy,
S106283,Folger Shakespeare,427145424588186831488,STC 11075 Copy 6,"Warwick. MS. number '39' (?, cropped) on t.p. T.p. cropped at head, affecting first word of title; copy stained.",bookplate of Warwick Castle Shakespeare Library,
S106283,Folger Shakespeare,427145424588186831488,STC 11075 Copy 4,"cs77. Tan sprinkled calf binding, gold-tooled and signed by Riviere &amp; Son.",bookplate of Marshall Clifford Lefferts,
S106230,Oxford University Bodleian Library,129788129,[Shelfmark not available],null,null,
S106226,Oxford University Bodleian Library,129788129,[Shelfmark not available],null,null,
S106225,Cambridge University Library,144535438,[Shelfmark not available],null,null,
S106225,Cambridge University Trinity College,119148995978659751937,Capell *.19[1],,null,
S106170,Oxford University Bodleian Library,129788129,Arch. G g.1,Retains cancellandum.,null,
S106004,Folger Shakespeare,427145424588186831488,STC 22328,"cs0063. A few MS. notes and markings. Leaf B2 is partially torn away at tail corner, affecting some text. Title leaf is silked. Re-bound and repaired by the Folger Library; currently bound in dark blue goatskin; previous blue-gray paper wrappers and printed waste fly-leaves (printed Swedish lottery bills from circa 1770) are bound-in; see typewritten account tipped in at end.","for a complete account of the known provenance of this book, see: Shakespeare, William. Shakespeare's Titus Andronicus ... with an introduction by Joseph Quincy Adams. NY, 1936, pp. 13-18; inscribed on back fly-leaf: ""Charles Robson""; ""äges nu af dess dotterson P.M. Krafft 1845""; ""äges nu af P.M. Krafft's son Petrus Johnannes Krafft 1877"" [i.e. Krafft family library copy]; 1905 Henry C. Folger purchase",
S105634,Oxford University Bodleian Library,129788129,[Shelfmark not available],null,null,
S105634,McGill University Library,151188176,[Shelfmark not available],imp. [CM],null,
S105634,Folger Shakespeare,427145424588186831488,STC 22309,cs0900. Stained. Bound in half calf. Stained.,"on front free endpaper, stamp of Williams Library, Cheltenham; inscribed on front fly-leaf: ""W. [William] A. [Augustus] White, 17 Feby, 1890""; collated on June 27, 1922 by A.S.W. Rosenbach",
S105347,"Oxford University, Bodleian Library",129788129,Arch. G e.17,null,null,
S105347,Canterbury Cathedral Archives and Library,138913483,[Shelfmark not available],Elham deposit [CM],null,
S104562,Oxford University Bodleian Library,129788129,Mal. 226 (7),,null,
S104562,Southampton University Library,142970874,[Shelfmark not available],null,null,
S104562,New York Public Library,143013888,"*KC 1602 (Thomas, lord Cromwell (Drama) The True Chronicle Historie of the whole life and death of Thomas Lord Cromwell)","Imperfect: Several edges cropped, last leaf (blank) wanting",With the Roxburghe arms stamped on verso of t.-p.,
S104562,British Library,149072094,[Shelfmark not available],[CM],null,
S104562,Folger Shakespeare,427145424588186831488,STC 21532,cs272. Uncut. Slight print show-through; all after G1 lacking,null,
S104547,British Library,149072094,[Shelfmark not available],[CM],null,
S104547,Folger Shakespeare,427145424588186831488,STC 22366,"cs0822. Trimmed, affecting catchwords. Dark blue goatskin binding, signed by Frank Bedford; stored in blue goatskin pull-off box.","Brayton Ives copy (with his monogram bookplate and MS. shelf-mark); Marsden J. Perry copy; inscribed on front free endpaper: ""From the collection of Marsden J. Perry[.] Purchased July 22, 1919 A.S.W. Rosenbach"" (collated by Rosenbach)",
S104545,Sir John Soane's Museum,126016778,GL32B,null,null,
S104545,Edinburgh University Library,130215259,[Shelfmark not available],2 [CM],null,
S104545,The National Trust,144832259,PET,Top corners of H3-4 torn affecting text.,"Gilt centrepiece on both covers: crescent moon, surrounded by garter motto with earl's coronet on top. Printed slip: Earl of Egremont, Petworth. Sprinkled calf, red sprinkled edges, double gilt fillet frame, gilt centrepieces (boxed).",
S104545,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6Db 632,BEIN Ig 6Db 632: Imperfect: t.p. wanting and supplied in facsimile; leaf A2 mutilated and restored.,null,
S104545,British Library,149072094,C.34.k.10,null,null,
S104545,Harvard University Houghton Library,150194316,STC 22286,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 22 (no. 176.)",null,
S104545,Harvard University,232866267,[Shelfmark not available],null,null,
S103000,National Library of Scotland,127333235,Bute.506,null,null,
S103000,Oxford University Bodleian Library,129788129,[Shelfmark not available],null,null,
S102944,Oxford University Bodleian Library,129788129,[Shelfmark not available],Some pages tightly bound,null,
S102412,Oxford University Bodleian Library,129788129,Arch. G e.31,null,null,
S101699,University of Illinois,123824539,[Shelfmark not available],[CM],null,
S101699,British Library,149072094,C.34.k.37,"-D2, D3; ?imp (see STC)",null,
S101699,Private Collections,,[Shelfmark not available],"Elizabethan Club, Yale University [CM]",null,
S100018,Oxford University Bodleian Library,129788129,Arch.G.g.2,null,null,
S100018,Oxford University Bodleian Library,129788129,[Shelfmark not available],null,null,
R8049,University of Illinois,123824539,[Shelfmark not available],[CM],null,
R8049,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
R8049,State Library of South Australia,133443601,Private collection. Enquire at State Library's Rare Books Collection,Bookplate: F.A. Symon.,null,
R8049,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness EC65 Sh155 684jf,,null,
R8049,University of Texas,141925602,Pforz 886,null,null,
R8049,Shakespeare Birthplace Trust,144533424,SR 50.15,A-H4; -A1 (blank); 83004882,"Donated by J.O. Halliwell, 1864",
R8049,Shakespeare Birthplace Trust,144533424,SR 50.15,"A-H4; -A1 (blank); H4 mutilated and repaired, not affecting text; 83016910","Donated by J.O. Halliwell, 1864",
R8049,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6e 680c,"BEIN Ig 6e 680c: Signatures: A-H4 (A1 blank, wanting; sig. E2 incorrectly printed F2).",null,
R8049,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Eliz 171,"Eliz 171: Bound by F. Bedford in red goatskin, gold tooling on cover and spine, gilt edges. The Huth copy (with bookplate) acquired by Mr. Cochran in November 1911 prior to the public sale. Gift of Alexander S. Cochran, December 1911.",null,
R8049,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,1977 2702,null,null,
R8049,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,1975 2631,null,null,
R8049,Henry E. Huntington Library and Art Gallery,147236009,105467,"Binding signed by Sangorski &amp; Sutcliffe, London. -Blank.",bookplate of Herschel V. Jones; sale 4-5 March 1919:1418,
R8049,British Library,149072094,[Shelfmark not available],[CM],null,
R8049,Birmingham Central Libraries,149618033,S329.1691,-blank; foxed; 26656,null,
R8049,Harvard University Houghton Library,150194316,13408.108.35*,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 37 (no. 320)",null,
R8049,Cardiff Central Library,151455226,[Shelfmark not available],[CM],null,
R8049,University of Michigan,159468899,[Shelfmark not available],null,null,
R8049,Barr Smith Library,268538720,822.33 S5j.HE,null,null,
R8049,Cambridge University King's College,316394825,Keynes.C.07.78,,null,
R8049,Private collection,,[Shelfmark not available],null,null,
R7261,University of Illinois,123824539,[Shelfmark not available],[CM],null,
R7261,"United States, Library of Congress",127274608,[Shelfmark not available],[CM],null,
R7261,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
R7261,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness EC R7975.662b,,null,
R7261,"Yale University, Sterling Memorial",137836402,[Shelfmark not available],[CM],null,
R7261,New York Public Library,143013888,"*KC 1662 (Rowley, W. Birth of Merlin)",null,null,
R7261,Henry E. Huntington Library and Art Gallery,147236009,105496,null,bookplate of the Bridgewater library,
R7261,British Library,149072094,[Shelfmark not available],[CM],null,
R7261,Harvard University Houghton Library,150194316,13408.210.5*,null,null,
R7261,"Oxford University, St. John's College",151280387,HB4/6.a.2.15(2),Binding: 18th century plain and sprinkled calf; blind stamped panel design consisting of two concentric mitred rectangles; inner rectangle has edges of a floral roll; outer rectangle has edges of a double fillet and two strips of a dog toothed roll and corner fleurons; blind tooled fillets towards outer edges of upper &amp; lower boards; gilt roll on edges of boards; text block edges sprinkled red; re,null,
R7261,"University of California, Los Angeles, William Andrews Clark Memorial Library",312551599,PR 2856 A1 1662,null,null,
R561,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
R561,"Yale University, Sterling Memorial",137836402,[Shelfmark not available],[CM],null,
R561,University of Texas,141925602,PR 2807 A1 1676b,null,null,
R561,New York Public Library,143013888,*KC 1676 78-384,null,null,
R561,Union Theological Seminary,146910782,[Shelfmark not available],[CM],null,
R561,Henry E. Huntington Library and Art Gallery,147236009,105472,null,bookplate of George L. Harrison,
R561,British Library,149072094,1344.f.30,null,null,
R561,"University of California, Los Angeles, William Andrews Clark Memorial Library",312551599,*PR 2807 A1 1676,null,null,
R509,University of Illinois,123824539,[Shelfmark not available],[CM],null,
R509,"Yale University, Sterling Memorial",137836402,[Shelfmark not available],[CM],null,
R509,Dundee University Library,144512721,[Shelfmark not available],[CM],null,
R509,Henry E. Huntington Library and Art Gallery,147236009,105473,"L4 mutilated. Interleaved with numerous pencil and ink notes and red and blue pencil markings, both on the text and on the interleaving, concerning textual comparisons with folio and quarto editions. With a.l.s. laid in from F.V. Furnival to F.A. Marshall, 20 March 1878, relating to the comparisons.","Perry copy; bookplate of F.A. Marshall; bought by CSmH from Rosenbach, July 1919",
R509,Henry E. Huntington Library and Art Gallery,147236009,32208,null,"Gunther copy; armorial bookplate (motto ""sub robere virtus"") of Cosens; bought by CSmH from Chicago Historical Society, March 1922",
R509,British Library,149072094,[Shelfmark not available],[CM],null,
R509,Harvard University Houghton Library,150194316,13408.100.60*,"Imprint torn, lacking four words and the date. ; White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 12 (no. 101.)",null,
R509,Harvard University Houghton Library,150194316,13408.100.55*,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 11 (no. 97.)",null,
R509,Princeton University,156870602,[Shelfmark not available],[CM],null,
R469134,Shakespeare Birthplace Trust,144533424,SR 50.15,"A-H4; G1 and G2 slashed, affecting text; G3v and G4r stained, affecting text; closely trimmed, occasionally affecting page numbers and running title; print show-through; 83016899","Donated by J.O. Halliwell, 1864",
R35173,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness EC Sh155.F676de,null,null,
R35173,Shakespeare Birthplace Trust,144533424,SR 50.07,"[A]2 B-L4 M1; several leaves incl. t.p. repaired at edges, not affecting text; 81009437","Bookplate with 'sub robore virtus' + rampant lion and medal below; J.O. Halliwell-Phillipps copy, note in his hand-writing on front flyleaf, not signed; note by W. Jaggard on front end page; deposited by the RSC",
R35173,British Library,149072094,11392.aa.64,null,null,
R35173,Birmingham Central Libraries,149618033,S317.1695,2722,null,
R35173,Cardiff Central Library,151455226,[Shelfmark not available],[CM],null,
R35173,Princeton University,156870602,[Shelfmark not available],[CM],null,
R35173,Harvard University,232866267,[Shelfmark not available],null,null,
R35172,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
R35172,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
R35172,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness EC Sh155.684jc,[CM],null,
R35172,"Yale University, Sterling Memorial",137836402,[Shelfmark not available],[CM],null,
R35172,Henry E. Huntington Library and Art Gallery,147236009,105463,Binding signed by Riviere &amp; Son.,bookplate of E.D. Church,
R35172,Cardiff Central Library,151455226,[Shelfmark not available],[CM],null,
R35172,"Williams College, Chapin Library",157079510,[Shelfmark not available],[CM],null,
R35172,Harvard University,232866267,[Shelfmark not available],[CM],null,
R2778,Harvard University Houghton Library,150194316,13408.15.60*,White copy. Formerly in the possession of Ed.G. Duff e. coll: Wadn: Oxon.,null,
R2778,Folger Shakespeare,427145424588186831488,S2957A Copy 2,cs0532. Red goatskin case signed by Riviere. Bound in brown calf with a gilt-tooled central panel; marbled paste-downs,null,
R22948,Newberry,79547206,[Shelfmark not available],[CM],null,
R22948,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
R22948,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness EC Sh155.673m,,null,
R22948,Henry E. Huntington Library and Art Gallery,147236009,105457,Binding signed by Macdonald.,bookplate of the Bridgewater library,
R22948,British Library,149072094,[Shelfmark not available],[CM],null,
R22948,Birmingham Central Libraries,149618033,S334.1673,"Closely shaved, occasionally affecting running title; 16317",null,
R22948,Harvard University Houghton Library,150194316,*EC Sh154 673m,"Page 45 misnumbered 54; the ""4"" of 48 is upside down.",null,
R22948,Victoria and Albert Museum National Art Library,12145424490986830227,[Shelfmark not available],[CM],null,
R226573,Birmingham Central Libraries,149618033,S317.1683,Slightly foxed; 63878,null,
R226564,New York Public Library,143013888,"*KC 1655 (Shakespeare, W. Tragoedy of Othello, the Moore of Venice)",null,null,
R226564,Henry E. Huntington Library and Art Gallery,147236009,106553,Binding signed by Riviere.,bookplate of E.D. Church,
R226533,University of Illinois,123824539,[Shelfmark not available],[CM],null,
R226533,University of Cincinnati,133696035,[Shelfmark not available],[CM],null,
R226533,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness EC65 Sh 155jd,null,null,
R226533,"Yale University, Sterling Memorial",137836402,[Shelfmark not available],[CM],null,
R226533,University of Texas,141925602,Ag.Sh15.623je,null,null,
R226533,New York Public Library,143013888,[Shelfmark not available],[CM],null,
R226533,Shakespeare Birthplace Trust,144533424,SR 50.15,"Variant; A-H4; MS. ink cast list in contemporary hand, for article by John Velz see Theatre Notebook, vol.29, 1975, pp.18-20; 81088310",deposited by the RSC,
R226533,Henry E. Huntington Library and Art Gallery,147236009,105470,"Binding signed by L. Broca. Cropped at head, affecting some page numbers.","from McDevitt, Wilson Co., 21 Jan. 1920",
R226533,Birmingham Central Libraries,149618033,S329.168,26655,null,
R226533,Cardiff Central Library,151455226,[Shelfmark not available],[CM],null,
R226533,Harvard University,232866267,[Shelfmark not available],[CM],null,
R226533,"University of California, Los Angeles, William Andrews Clark Memorial Library",312551599,*PR2808.A1 1684,null,null,
R17679,University of Illinois,123824539,[Shelfmark not available],[CM],null,
R17679,Oxford University Bodleian Library,129788129,Mal. 871,,null,
R17679,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
R17679,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness EC Sh155,,null,
R17679,New York Public Library,143013888,"*KC 1655 (Shakespeare, W. M. William Shake-speare, his True chronicle history of the life and death of King Lear)",null,null,
R17679,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6g 655,null,null,
R17679,Henry E. Huntington Library and Art Gallery,147236009,105456,null,bookplate of the Bridgewater library,
R17679,British Library,149072094,[Shelfmark not available],[CM],null,
R17679,Birmingham Central Libraries,149618033,S332.1655,Slightly stained; 65976,null,
R17679,Harvard University Houghton Library,150194316,13408.110.15*,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 44 (no. 372)",null,
R17679,Eton College Library,158913221,[Shelfmark not available],[CM],null,
R17644,Newberry,79547206,[Shelfmark not available],[CM],null,
R17644,Trinity College Library,126351296,Fag K.2.24.no.3.,null,null,
R17644,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
R17644,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness EC Sh155.F676dc,null,null,
R17644,"Yale University, Sterling Memorial",137836402,[Shelfmark not available],null,null,
R17644,University of Texas,141925602,HRC WG SH15 603HG,null,null,
R17644,Shakespeare Birthplace Trust,144533424,SR 50.07,"T.p. trimmed, slightly affecting text; stained throughout; 83016465","Donated by J.O. Halliwell, 1864",
R17644,Henry E. Huntington Library and Art Gallery,147236009,105480,null,"bought by CSmH from Henkels, 26 June 1919",
R17644,British Library,149072094,[Shelfmark not available],[CM],null,
R17644,Birmingham Central Libraries,149618033,[Shelfmark not available],[CM],null,
R17644,Cardiff Central Library,151455226,[Shelfmark not available],[CM],null,
R17644,Harvard University,232866267,[Shelfmark not available],[CM],null,
R17644,"University of California, Los Angeles, William Andrews Clark Memorial Library",312551599,PR2807.A1 1683,null,null,
R17530,University of Illinois,123824539,[Shelfmark not available],[CM],null,
R17530,Oxford University Bodleian Library,129788129,[Shelfmark not available],[CM],null,
R17530,University of Pennsylvania Van Pelt-Dietrich,136552639,[Shelfmark not available],[CM],null,
R17530,"Yale University, Sterling Memorial",137836402,[Shelfmark not available],null,null,
R17530,Glasgow University Library,139315116,[Shelfmark not available],[CM],null,
R17530,Cambridge University St. Catharine's College,140975407,E.4.44(2),null,null,
R17530,University of Texas,141925602,PR 2807 A1 1676,null,null,
R17530,Henry E. Huntington Library and Art Gallery,147236009,105471,Binding signed by Lloyd.,"bought by CSmH from Anderson Galleries, Feb. 1918",
R17530,British Library,149072094,1344.f.25,null,null,
R17530,Birmingham Central Libraries,149618033,S317.1676,Slightly foxed; 63804,null,
R17530,Harvard University Houghton Library,150194316,13408.100.35*,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 8 (no. 69.)",null,
R17530,Princeton University,156870602,[Shelfmark not available],[CM],null,
R17530,Oxford University Lincoln College,160432382,O.10.7(1),,null,
R17265,University of Illinois,123824539,[Shelfmark not available],[CM],null,
R17265,Queen's University,124269385,[Shelfmark not available],null,null,
R17265,"Oxford University, Bodleian Library",129788129,Mal. 961 (1),null,null,
R17265,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness EC Sh155.622of,,null,
R17265,"Yale University, Sterling Memorial",137836402,[Shelfmark not available],[CM],null,
R17265,University of Texas,141925602,[Shelfmark not available],null,null,
R17265,Shakespeare Birthplace Trust,144533424,SR 50.25,[A]2 B-K4 L2; foxed; 83004912,"Donated by J.O. Halliwell, 1864",
R17265,Henry E. Huntington Library and Art Gallery,147236009,105461,Binding signed by F. Bedford.,"anonymous arms (""Palmam qui meruit ferat"") stamped on front cover; bookplate of Robert Hoe",
R17265,British Library,149072094,[Shelfmark not available],[CM],null,
R17265,Birmingham Central Libraries,149618033,S341.1695,T.p. repaired and mounted; badly foxed throughout; 2746,null,
R17265,Harvard University Houghton Library,150194316,13486.72*,null,null,
R17265,Harvard University Houghton Library,150194316,13408.124.30*,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 78 (no. 658.)",null,
R17265,Cardiff Central Library,151455233,[Shelfmark not available],[CM],null,
R17265,Princeton University,156870602,[Shelfmark not available],[CM],null,
R17265,University of Michigan,159468899,[Shelfmark not available],null,null,
R17265,"University of Toronto, Library",168851628,[Shelfmark not available],[CM],null,
R17265,"University of California, Los Angeles, William Andrews Clark Memorial Library",312551599,*PR 2829.A1 1695,?p.l.,null,
R17265,Cambridge University King's College,316394825,Keynes.C.06.02,,Book label of John Maynard Keynes on front pastedown ; Keynes bequest.,
R17265,"Columbia University, Rare Book &amp; Manuscript Library",316398977,DRAMLIB D823ST7 IC95,null,null,
R17264,"University of Sydney, Fisher Library",125475520,[Shelfmark not available],[CM],null,
R17264,"Oxford University, Bodleian Library",129788129,Vet. A3 e.696,null,null,
R17264,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
R17264,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness EC Sh155.622oe,,null,
R17264,New York Public Library,143013888,"*KC 1687 (Shakespeare, W. Othello, the Moor of Venice)",null,null,
R17264,Shakespeare Birthplace Trust,144533424,SR 50.25,"[A]2 B-K4 L2; t.p. stained, not affecting text; L2 mutilated and repaired, affecting page number and first word of the first two lines on verso; 81009917",bookplate with 'sub robore virtus' + lion rampant and medal below; deposited by the RSC,
R17264,Cambridge University Library,144535438,[Shelfmark not available],[CM],null,
R17264,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6p 695,null,null,
R17264,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6p +687,null,null,
R17264,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6c 676B,null,null,
R17264,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,1977 2704,null,null,
R17264,Henry E. Huntington Library and Art Gallery,147236009,84414,null,bookplate of George L. Harrison,
R17264,British Library,149072094,[Shelfmark not available],[CM],null,
R17264,Birmingham Central Libraries,149618033,S341.1687,"Last leaf stained, slightly affecting text; 26657",null,
R17264,Birmingham Central Libraries,149618033,S341.1687,328528,null,
R17264,Harvard University Houghton Library,150194316,13408.124.20*,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 77 (no. 645.)",null,
R17264,Cardiff Central Library,151455226,[Shelfmark not available],[CM],null,
R17264,California State Library-Sutro,154799747,822.33 T3b,null,null,
R17264,University of Michigan,159468899,[Shelfmark not available],[CM],null,
R17174,"Oxford University, Bodleian Library",129788129,Vet. A3 e.695,null,null,
R17174,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness EC SM155.622od,,null,
R17174,Marsh's Library,137994366,[Shelfmark not available],"Incomplete, wanting all after p.72. 'Parsley' [CM]",null,
R17174,University of Texas,141925602,Pforz 893,null,null,
R17174,University of Minnesota,146595780,[Shelfmark not available],[CM],null,
R17174,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6p 861,null,null,
R17174,Henry E. Huntington Library and Art Gallery,147236009,84279,Binding signed by Macdonald.,bookplate of the Bridgewater library,
R17174,Birmingham Central Libraries,149618033,S341.1681,Slightly foxed; 2747,"Bookplate of William Staunton, Longbridge, Worcestershire",
R17174,Harvard University Houghton Library,150194316,13408.124.15*,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p. 77 (no. 638.)",null,
R17174,Cardiff Central Library,151455226,[Shelfmark not available],[CM],null,
R17174,University of Michigan,159468899,[Shelfmark not available],null,null,
R17174,Oxford University Lincoln College,160432382,O.10.7(2),,null,
R17174,"University of California, Los Angeles, William Andrews Clark Memorial Library",312551599,*PR 2829.A1 1681,?p.l.,null,
R17082,Newberry,79547206,[Shelfmark not available],[CM],null,
R17082,University of Illinois,123824539,[Shelfmark not available],[CM],null,
R17082,"Oxford University, Bodleian Library",129788129,Mal. 911,null,null,
R17082,"Oxford University, Bodleian Library",129788129,Mal. 874,null,null,
R17082,"Oxford University, Bodleian Library",129788129,Wood 320 (8),null,null,
R17082,"Oxford University, Bodleian Library",129788129,Arch. G e.47 (8),Previous shelfmark: Mal. Q 1 (8),null,
R17082,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
R17082,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness EC Sh155.622oc,,null,
R17082,"Yale University, Sterling Memorial",137836402,[Shelfmark not available],[CM],null,
R17082,New York Public Library,143013888,[Shelfmark not available],[CM],null,
R17082,Henry E. Huntington Library and Art Gallery,147236009,32207,T.p. from another copy. MS. dramatis personae on verso of t.p.,"bookplate of John Fitchett Marsh; bought by CsmH from Chicago Historical Society, March 1922",
R17082,British Library,149072094,[Shelfmark not available],[CM],null,
R17082,Birmingham Central Libraries,149618033,S341.1655,Catalogue cutting inserted between front end-papers; 606462,null,
R17082,Harvard University Houghton Library,150194316,13408.124.10*,"Imperfect: lacks M4, p. 96, supplied in photostat (positive)",null,
R17082,Eton College Library,158913221,[Shelfmark not available],[CM],null,
R17082,"University of California, Los Angeles, William Andrews Clark Memorial Library",312551599,*PR.2829.A1 1655,null,null,
R17082,Cambridge University King's College,316394825,Keynes.C.06.01,'Dramatis Personae' written in an 18th-Century hand on t.p. (v.).,Keynes bequest.,
R15574,University of Illinois,123824539,[Shelfmark not available],[CM],null,
R15574,"University of Sydney, Fisher Library",125475520,[Shelfmark not available],[CM],null,
R15574,Edinburgh University Library,130215259,JA 157,null,null,
R15574,University of Pennsylvania Van Pelt-Dietrich,136552639,Furness EC Sh155.674j,,null,
R15574,University of Texas,141925602,Ag.Sh15.623jb,null,null,
R15574,Shakespeare Birthplace Trust,144533424,SR 50.15,"[A]1 B-H4 I2; [A]1 and B1 mutilated and repaired, not affecting text; B2 mutilated, not affecting text; 83016902","Donated by J.O. Halliwell, 1864",
R15574,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6e 680be,null,null,
R15574,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6e 680bc,null,null,
R15574,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6e 680b,null,null,
R15574,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6e 680bf,BEIN Ig 6e 680bf: Uncut.,null,
R15574,"Yale University, Beinecke Rare Book and Manuscript Library",146865135,Ig 6c 676B,null,null,
R15574,Henry E. Huntington Library and Art Gallery,147236009,105468,Binding signed by Macdonald.,bookplate of the Bridgewater library,
R15574,British Library,149072094,[Shelfmark not available],[CM],null,
R15574,University of Akron,149200089,Rare Vault PR2750 .A08 1684,null,Herman Muehlstein rare book collection,
R15574,Birmingham Central Libraries,149618033,S329.1684,328027,null,
R15574,Harvard University Houghton Library,150194316,13408.108*,"White copy. H.C. Bartlett &amp; A.W. Pollard, Census, p.33 (no.273.)",null,
R15574,Princeton University,156870602,[Shelfmark not available],[CM],null,
R15574,"University of California, Los Angeles, William Andrews Clark Memorial Library",312551599,[Shelfmark not available],[CM],null,
R14929,Edinburgh University Library,130215259,[Shelfmark not available],[CM],null,
R14929,New York Public Library,143013888,"*KC 1652 (Shakespeare, W. Most excellent historie of the merchant of Venice)",null,null,
